candidate_id,repository,check,score,passed,detail
lbv2_0006,affitor/affiliate-skills,timeout,1.000,True,ok
lbv2_0006,affitor/affiliate-skills,missing_binaries,1.000,True,ok
lbv2_0007,agents2agentsai/ata,clone,1.000,True,5263 paths indexed
lbv2_0007,agents2agentsai/ata,test_command_exists,0.200,False,bare runner `pytest` is not a valid shell command
lbv2_0007,agents2agentsai/ata,ecosystem_supported,1.000,True,python
lbv2_0007,agents2agentsai/ata,lockfile_consistency,0.600,False,python project markers
lbv2_0007,agents2agentsai/ata,package_manager_consistency,1.000,True,consistent
lbv2_0007,agents2agentsai/ata,historical_execution_failures,1.000,True,no phase0 history
lbv2_0007,agents2agentsai/ata,deps_install,1.000,True,skipped
lbv2_0007,agents2agentsai/ata,test_starts,1.000,True,heuristic: pytest may resolve wrong root without cwd guard
lbv2_0007,agents2agentsai/ata,baseline_tests_execute,0.000,False,heuristic: pytest may resolve wrong root without cwd guard
lbv2_0007,agents2agentsai/ata,timeout,1.000,True,ok
lbv2_0007,agents2agentsai/ata,missing_binaries,1.000,True,ok
lbv2_0008,agents2agentsai/ata,clone,1.000,True,5263 paths indexed
lbv2_0008,agents2agentsai/ata,test_command_exists,0.200,False,bare runner `pytest` is not a valid shell command
lbv2_0008,agents2agentsai/ata,ecosystem_supported,1.000,True,python
lbv2_0008,agents2agentsai/ata,lockfile_consistency,0.600,False,python project markers
lbv2_0008,agents2agentsai/ata,package_manager_consistency,1.000,True,consistent
lbv2_0008,agents2agentsai/ata,historical_execution_failures,1.000,True,no phase0 history
lbv2_0008,agents2agentsai/ata,deps_install,1.000,True,skipped
lbv2_0008,agents2agentsai/ata,test_starts,1.000,True,heuristic: pytest may resolve wrong root without cwd guard
lbv2_0008,agents2agentsai/ata,baseline_tests_execute,0.000,False,heuristic: pytest may resolve wrong root without cwd guard
lbv2_0008,agents2agentsai/ata,timeout,1.000,True,ok
lbv2_0008,agents2agentsai/ata,missing_binaries,1.000,True,ok
lbv2_0009,agents2agentsai/ata,clone,1.000,True,5263 paths indexed
lbv2_0009,agents2agentsai/ata,test_command_exists,0.200,False,bare runner `pytest` is not a valid shell command
lbv2_0009,agents2agentsai/ata,ecosystem_supported,1.000,True,python
lbv2_0009,agents2agentsai/ata,lockfile_consistency,0.600,False,python project markers
lbv2_0009,agents2agentsai/ata,package_manager_consistency,1.000,True,consistent
lbv2_0009,agents2agentsai/ata,historical_execution_failures,1.000,True,no phase0 history
lbv2_0009,agents2agentsai/ata,deps_install,1.000,True,skipped
lbv2_0009,agents2agentsai/ata,test_starts,1.000,True,heuristic: pytest may resolve wrong root without cwd guard
lbv2_0009,agents2agentsai/ata,baseline_tests_execute,0.000,False,heuristic: pytest may resolve wrong root without cwd guard
lbv2_0009,agents2agentsai/ata,timeout,1.000,True,ok
lbv2_0009,agents2agentsai/ata,missing_binaries,1.000,True,ok
lbv2_0010,agents2agentsai/ata,clone,1.000,True,5263 paths indexed
lbv2_0010,agents2agentsai/ata,test_command_exists,0.200,False,bare runner `pytest` is not a valid shell command
lbv2_0010,agents2agentsai/ata,ecosystem_supported,1.000,True,python
lbv2_0010,agents2agentsai/ata,lockfile_consistency,0.600,False,python project markers
lbv2_0010,agents2agentsai/ata,package_manager_consistency,1.000,True,consistent
lbv2_0010,agents2agentsai/ata,historical_execution_failures,1.000,True,no phase0 history
lbv2_0010,agents2agentsai/ata,deps_install,1.000,True,skipped
lbv2_0010,agents2agentsai/ata,test_starts,1.000,True,heuristic: pytest may resolve wrong root without cwd guard
lbv2_0010,agents2agentsai/ata,baseline_tests_execute,0.000,False,heuristic: pytest may resolve wrong root without cwd guard
lbv2_0010,agents2agentsai/ata,timeout,1.000,True,ok
lbv2_0010,agents2agentsai/ata,missing_binaries,1.000,True,ok
lbv2_0011,agentwrapper/agent-orchestrator,clone,1.000,True,196 paths indexed
lbv2_0011,agentwrapper/agent-orchestrator,test_command_exists,1.000,True,go test
lbv2_0011,agentwrapper/agent-orchestrator,ecosystem_supported,1.000,True,go
lbv2_0011,agentwrapper/agent-orchestrator,lockfile_consistency,1.000,True,go.mod
lbv2_0011,agentwrapper/agent-orchestrator,package_manager_consistency,1.000,True,consistent
lbv2_0011,agentwrapper/agent-orchestrator,historical_execution_failures,0.000,False,phase0 toolchain failure rate=1.00
lbv2_0011,agentwrapper/agent-orchestrator,deps_install,1.000,True,go mod download
lbv2_0011,agentwrapper/agent-orchestrator,test_starts,0.000,False,
lbv2_0011,agentwrapper/agent-orchestrator,baseline_tests_execute,0.000,False,
lbv2_0011,agentwrapper/agent-orchestrator,timeout,1.000,True,ok
lbv2_0011,agentwrapper/agent-orchestrator,missing_binaries,1.000,True,ok
lbv2_0012,alfanous-team/alfanous,clone,1.000,True,79 paths indexed
lbv2_0012,alfanous-team/alfanous,test_command_exists,0.200,False,bare runner `pytest` is not a valid shell command
lbv2_0012,alfanous-team/alfanous,ecosystem_supported,1.000,True,python
lbv2_0012,alfanous-team/alfanous,lockfile_consistency,0.600,False,python project markers
lbv2_0012,alfanous-team/alfanous,package_manager_consistency,1.000,True,consistent
lbv2_0012,alfanous-team/alfanous,historical_execution_failures,1.000,True,no phase0 history
lbv2_0012,alfanous-team/alfanous,deps_install,1.000,True,skipped
lbv2_0012,alfanous-team/alfanous,test_starts,1.000,True,heuristic: pytest may resolve wrong root without cwd guard
lbv2_0012,alfanous-team/alfanous,baseline_tests_execute,0.000,False,heuristic: pytest may resolve wrong root without cwd guard
lbv2_0012,alfanous-team/alfanous,timeout,1.000,True,ok
lbv2_0012,alfanous-team/alfanous,missing_binaries,1.000,True,ok
lbv2_0013,alfanous-team/alfanous,clone,1.000,True,79 paths indexed
lbv2_0013,alfanous-team/alfanous,test_command_exists,0.200,False,bare runner `pytest` is not a valid shell command
lbv2_0013,alfanous-team/alfanous,ecosystem_supported,1.000,True,python
lbv2_0013,alfanous-team/alfanous,lockfile_consistency,0.600,False,python project markers
lbv2_0013,alfanous-team/alfanous,package_manager_consistency,1.000,True,consistent
lbv2_0013,alfanous-team/alfanous,historical_execution_failures,1.000,True,no phase0 history
lbv2_0013,alfanous-team/alfanous,deps_install,1.000,True,skipped
lbv2_0013,alfanous-team/alfanous,test_starts,1.000,True,heuristic: pytest may resolve wrong root without cwd guard
lbv2_0013,alfanous-team/alfanous,baseline_tests_execute,0.000,False,heuristic: pytest may resolve wrong root without cwd guard
lbv2_0013,alfanous-team/alfanous,timeout,1.000,True,ok
lbv2_0013,alfanous-team/alfanous,missing_binaries,1.000,True,ok
lbv2_0014,alfanous-team/alfanous,clone,1.000,True,79 paths indexed
lbv2_0014,alfanous-team/alfanous,test_command_exists,0.200,False,bare runner `pytest` is not a valid shell command
lbv2_0014,alfanous-team/alfanous,ecosystem_supported,1.000,True,python
lbv2_0014,alfanous-team/alfanous,lockfile_consistency,0.600,False,python project markers
lbv2_0014,alfanous-team/alfanous,package_manager_consistency,1.000,True,consistent
lbv2_0014,alfanous-team/alfanous,historical_execution_failures,1.000,True,no phase0 history
lbv2_0014,alfanous-team/alfanous,deps_install,1.000,True,skipped
lbv2_0014,alfanous-team/alfanous,test_starts,1.000,True,heuristic: pytest may resolve wrong root without cwd guard
lbv2_0014,alfanous-team/alfanous,baseline_tests_execute,0.000,False,heuristic: pytest may resolve wrong root without cwd guard
lbv2_0014,alfanous-team/alfanous,timeout,1.000,True,ok
lbv2_0014,alfanous-team/alfanous,missing_binaries,1.000,True,ok
lbv2_0015,alfanous-team/alfanous,clone,1.000,True,79 paths indexed
lbv2_0015,alfanous-team/alfanous,test_command_exists,0.200,False,bare runner `pytest` is not a valid shell command
lbv2_0015,alfanous-team/alfanous,ecosystem_supported,1.000,True,python
lbv2_0015,alfanous-team/alfanous,lockfile_consistency,0.600,False,python project markers
lbv2_0015,alfanous-team/alfanous,package_manager_consistency,1.000,True,consistent
lbv2_0015,alfanous-team/alfanous,historical_execution_failures,1.000,True,no phase0 history
lbv2_0015,alfanous-team/alfanous,deps_install,1.000,True,skipped
lbv2_0015,alfanous-team/alfanous,test_starts,1.000,True,heuristic: pytest may resolve wrong root without cwd guard
lbv2_0015,alfanous-team/alfanous,baseline_tests_execute,0.000,False,heuristic: pytest may resolve wrong root without cwd guard
lbv2_0015,alfanous-team/alfanous,timeout,1.000,True,ok
lbv2_0015,alfanous-team/alfanous,missing_binaries,1.000,True,ok
lbv2_0016,alfanous-team/alfanous,clone,1.000,True,79 paths indexed
lbv2_0016,alfanous-team/alfanous,test_command_exists,0.200,False,bare runner `pytest` is not a valid shell command
lbv2_0016,alfanous-team/alfanous,ecosystem_supported,1.000,True,python
lbv2_0016,alfanous-team/alfanous,lockfile_consistency,0.600,False,python project markers
lbv2_0016,alfanous-team/alfanous,package_manager_consistency,1.000,True,consistent
lbv2_0016,alfanous-team/alfanous,historical_execution_failures,1.000,True,no phase0 history
lbv2_0016,alfanous-team/alfanous,deps_install,1.000,True,skipped
lbv2_0016,alfanous-team/alfanous,test_starts,1.000,True,heuristic: pytest may resolve wrong root without cwd guard
lbv2_0016,alfanous-team/alfanous,baseline_tests_execute,0.000,False,heuristic: pytest may resolve wrong root without cwd guard
lbv2_0016,alfanous-team/alfanous,timeout,1.000,True,ok
lbv2_0016,alfanous-team/alfanous,missing_binaries,1.000,True,ok
lbv2_0017,alfanous-team/alfanous,clone,1.000,True,79 paths indexed
lbv2_0017,alfanous-team/alfanous,test_command_exists,0.200,False,bare runner `pytest` is not a valid shell command
lbv2_0017,alfanous-team/alfanous,ecosystem_supported,1.000,True,python
lbv2_0017,alfanous-team/alfanous,lockfile_consistency,0.600,False,python project markers
lbv2_0017,alfanous-team/alfanous,package_manager_consistency,1.000,True,consistent
lbv2_0017,alfanous-team/alfanous,historical_execution_failures,1.000,True,no phase0 history
lbv2_0017,alfanous-team/alfanous,deps_install,1.000,True,skipped
lbv2_0017,alfanous-team/alfanous,test_starts,1.000,True,heuristic: pytest may resolve wrong root without cwd guard
lbv2_0017,alfanous-team/alfanous,baseline_tests_execute,0.000,False,heuristic: pytest may resolve wrong root without cwd guard
lbv2_0017,alfanous-team/alfanous,timeout,1.000,True,ok
lbv2_0017,alfanous-team/alfanous,missing_binaries,1.000,True,ok
lbv2_0018,all-hands-ai/openhands,clone,1.000,True,2555 paths indexed
lbv2_0018,all-hands-ai/openhands,test_command_exists,0.200,False,bare runner `pytest` is not a valid shell command
lbv2_0018,all-hands-ai/openhands,ecosystem_supported,1.000,True,python
lbv2_0018,all-hands-ai/openhands,lockfile_consistency,1.000,True,python project markers
lbv2_0018,all-hands-ai/openhands,package_manager_consistency,1.000,True,consistent
lbv2_0018,all-hands-ai/openhands,historical_execution_failures,1.000,True,no phase0 history
lbv2_0018,all-hands-ai/openhands,deps_install,1.000,True,python -m pip install -q -r requirements.txt || true
lbv2_0018,all-hands-ai/openhands,test_starts,1.000,True,heuristic: pytest may resolve wrong root without cwd guard
lbv2_0018,all-hands-ai/openhands,baseline_tests_execute,0.000,False,heuristic: pytest may resolve wrong root without cwd guard
lbv2_0018,all-hands-ai/openhands,timeout,1.000,True,ok
lbv2_0018,all-hands-ai/openhands,missing_binaries,1.000,True,ok
lbv2_0019,all-hands-ai/openhands,clone,1.000,True,2555 paths indexed
lbv2_0019,all-hands-ai/openhands,test_command_exists,0.200,False,bare runner `pytest` is not a valid shell command
lbv2_0019,all-hands-ai/openhands,ecosystem_supported,1.000,True,python
lbv2_0019,all-hands-ai/openhands,lockfile_consistency,1.000,True,python project markers
lbv2_0019,all-hands-ai/openhands,package_manager_consistency,1.000,True,consistent
lbv2_0019,all-hands-ai/openhands,historical_execution_failures,1.000,True,no phase0 history
lbv2_0019,all-hands-ai/openhands,deps_install,1.000,True,python -m pip install -q -r requirements.txt || true
lbv2_0019,all-hands-ai/openhands,test_starts,1.000,True,heuristic: pytest may resolve wrong root without cwd guard
lbv2_0019,all-hands-ai/openhands,baseline_tests_execute,0.000,False,heuristic: pytest may resolve wrong root without cwd guard
lbv2_0019,all-hands-ai/openhands,timeout,1.000,True,ok
lbv2_0019,all-hands-ai/openhands,missing_binaries,1.000,True,ok
lbv2_0020,all-hands-ai/openhands,clone,1.000,True,2555 paths indexed
lbv2_0020,all-hands-ai/openhands,test_command_exists,0.200,False,bare runner `pytest` is not a valid shell command
lbv2_0020,all-hands-ai/openhands,ecosystem_supported,1.000,True,python
lbv2_0020,all-hands-ai/openhands,lockfile_consistency,1.000,True,python project markers
lbv2_0020,all-hands-ai/openhands,package_manager_consistency,1.000,True,consistent
lbv2_0020,all-hands-ai/openhands,historical_execution_failures,1.000,True,no phase0 history
lbv2_0020,all-hands-ai/openhands,deps_install,1.000,True,python -m pip install -q -r requirements.txt || true
lbv2_0020,all-hands-ai/openhands,test_starts,1.000,True,heuristic: pytest may resolve wrong root without cwd guard
lbv2_0020,all-hands-ai/openhands,baseline_tests_execute,0.000,False,heuristic: pytest may resolve wrong root without cwd guard
lbv2_0020,all-hands-ai/openhands,timeout,1.000,True,ok
lbv2_0020,all-hands-ai/openhands,missing_binaries,1.000,True,ok
lbv2_0021,all-hands-ai/openhands,clone,1.000,True,2555 paths indexed
lbv2_0021,all-hands-ai/openhands,test_command_exists,0.200,False,bare runner `pytest` is not a valid shell command
lbv2_0021,all-hands-ai/openhands,ecosystem_supported,1.000,True,python
lbv2_0021,all-hands-ai/openhands,lockfile_consistency,1.000,True,python project markers
lbv2_0021,all-hands-ai/openhands,package_manager_consistency,1.000,True,consistent
lbv2_0021,all-hands-ai/openhands,historical_execution_failures,1.000,True,no phase0 history
lbv2_0021,all-hands-ai/openhands,deps_install,1.000,True,python -m pip install -q -r requirements.txt || true
lbv2_0021,all-hands-ai/openhands,test_starts,1.000,True,heuristic: pytest may resolve wrong root without cwd guard
lbv2_0021,all-hands-ai/openhands,baseline_tests_execute,0.000,False,heuristic: pytest may resolve wrong root without cwd guard
lbv2_0021,all-hands-ai/openhands,timeout,1.000,True,ok
lbv2_0021,all-hands-ai/openhands,missing_binaries,1.000,True,ok
lbv2_0022,alphabitcore/nexus-gateway,clone,1.000,True,4255 paths indexed
lbv2_0022,alphabitcore/nexus-gateway,test_command_exists,1.000,True,npm test
lbv2_0022,alphabitcore/nexus-gateway,ecosystem_supported,1.000,True,node
lbv2_0022,alphabitcore/nexus-gateway,lockfile_consistency,1.000,True,found lockfile
lbv2_0022,alphabitcore/nexus-gateway,package_manager_consistency,1.000,True,consistent
lbv2_0022,alphabitcore/nexus-gateway,historical_execution_failures,0.000,False,phase0 toolchain failure rate=1.00
lbv2_0022,alphabitcore/nexus-gateway,deps_install,1.000,True,npm ci --ignore-scripts || npm install --ignore-scripts
lbv2_0022,alphabitcore/nexus-gateway,test_starts,1.000,True,heuristic: package script likely runnable; live smoke not executed
lbv2_0022,alphabitcore/nexus-gateway,baseline_tests_execute,0.000,False,heuristic: package script likely runnable; live smoke not executed
lbv2_0022,alphabitcore/nexus-gateway,timeout,1.000,True,ok
lbv2_0022,alphabitcore/nexus-gateway,missing_binaries,1.000,True,ok
lbv2_0023,alphabitcore/nexus-gateway,clone,1.000,True,4255 paths indexed
lbv2_0023,alphabitcore/nexus-gateway,test_command_exists,0.200,False,bare runner `pytest` is not a valid shell command
lbv2_0023,alphabitcore/nexus-gateway,ecosystem_supported,1.000,True,go
lbv2_0023,alphabitcore/nexus-gateway,lockfile_consistency,1.000,True,go.mod
lbv2_0023,alphabitcore/nexus-gateway,package_manager_consistency,1.000,True,consistent
lbv2_0023,alphabitcore/nexus-gateway,historical_execution_failures,0.000,False,phase0 toolchain failure rate=1.00
lbv2_0023,alphabitcore/nexus-gateway,deps_install,1.000,True,go mod download
lbv2_0023,alphabitcore/nexus-gateway,test_starts,0.000,False,
lbv2_0023,alphabitcore/nexus-gateway,baseline_tests_execute,0.000,False,
lbv2_0023,alphabitcore/nexus-gateway,timeout,1.000,True,ok
lbv2_0023,alphabitcore/nexus-gateway,missing_binaries,1.000,True,ok
lbv2_0024,alphabitcore/nexus-gateway,clone,1.000,True,4255 paths indexed
lbv2_0024,alphabitcore/nexus-gateway,test_command_exists,1.000,True,go test
lbv2_0024,alphabitcore/nexus-gateway,ecosystem_supported,1.000,True,go
lbv2_0024,alphabitcore/nexus-gateway,lockfile_consistency,1.000,True,go.mod
lbv2_0024,alphabitcore/nexus-gateway,package_manager_consistency,1.000,True,consistent
lbv2_0024,alphabitcore/nexus-gateway,historical_execution_failures,0.000,False,phase0 toolchain failure rate=1.00
lbv2_0024,alphabitcore/nexus-gateway,deps_install,1.000,True,go mod download
lbv2_0024,alphabitcore/nexus-gateway,test_starts,0.000,False,
lbv2_0024,alphabitcore/nexus-gateway,baseline_tests_execute,0.000,False,
lbv2_0024,alphabitcore/nexus-gateway,timeout,1.000,True,ok
lbv2_0024,alphabitcore/nexus-gateway,missing_binaries,1.000,True,ok
lbv2_0025,alphabitcore/nexus-gateway,clone,1.000,True,4255 paths indexed
lbv2_0025,alphabitcore/nexus-gateway,test_command_exists,0.200,False,bare runner `pytest` is not a valid shell command
lbv2_0025,alphabitcore/nexus-gateway,ecosystem_supported,1.000,True,go
lbv2_0025,alphabitcore/nexus-gateway,lockfile_consistency,1.000,True,go.mod
lbv2_0025,alphabitcore/nexus-gateway,package_manager_consistency,1.000,True,consistent
lbv2_0025,alphabitcore/nexus-gateway,historical_execution_failures,0.000,False,phase0 toolchain failure rate=1.00
lbv2_0025,alphabitcore/nexus-gateway,deps_install,1.000,True,go mod download
lbv2_0025,alphabitcore/nexus-gateway,test_starts,0.000,False,
lbv2_0025,alphabitcore/nexus-gateway,baseline_tests_execute,0.000,False,
lbv2_0025,alphabitcore/nexus-gateway,timeout,1.000,True,ok
lbv2_0025,alphabitcore/nexus-gateway,missing_binaries,1.000,True,ok
lbv2_0026,alphabitcore/nexus-gateway,clone,1.000,True,4255 paths indexed
lbv2_0026,alphabitcore/nexus-gateway,test_command_exists,1.000,True,npm test
lbv2_0026,alphabitcore/nexus-gateway,ecosystem_supported,1.000,True,node
lbv2_0026,alphabitcore/nexus-gateway,lockfile_consistency,1.000,True,found lockfile
lbv2_0026,alphabitcore/nexus-gateway,package_manager_consistency,1.000,True,consistent
lbv2_0026,alphabitcore/nexus-gateway,historical_execution_failures,0.000,False,phase0 toolchain failure rate=1.00
lbv2_0026,alphabitcore/nexus-gateway,deps_install,1.000,True,npm ci --ignore-scripts || npm install --ignore-scripts
lbv2_0026,alphabitcore/nexus-gateway,test_starts,1.000,True,heuristic: package script likely runnable; live smoke not executed
lbv2_0026,alphabitcore/nexus-gateway,baseline_tests_execute,0.000,False,heuristic: package script likely runnable; live smoke not executed
lbv2_0026,alphabitcore/nexus-gateway,timeout,1.000,True,ok
lbv2_0026,alphabitcore/nexus-gateway,missing_binaries,1.000,True,ok
lbv2_0027,alphabitcore/nexus-gateway,clone,1.000,True,4255 paths indexed
lbv2_0027,alphabitcore/nexus-gateway,test_command_exists,1.000,True,npm test
lbv2_0027,alphabitcore/nexus-gateway,ecosystem_supported,1.000,True,node
lbv2_0027,alphabitcore/nexus-gateway,lockfile_consistency,1.000,True,found lockfile
lbv2_0027,alphabitcore/nexus-gateway,package_manager_consistency,1.000,True,consistent
lbv2_0027,alphabitcore/nexus-gateway,historical_execution_failures,0.000,False,phase0 toolchain failure rate=1.00
lbv2_0027,alphabitcore/nexus-gateway,deps_install,1.000,True,npm ci --ignore-scripts || npm install --ignore-scripts
lbv2_0027,alphabitcore/nexus-gateway,test_starts,1.000,True,heuristic: package script likely runnable; live smoke not executed
lbv2_0027,alphabitcore/nexus-gateway,baseline_tests_execute,0.000,False,heuristic: package script likely runnable; live smoke not executed
lbv2_0027,alphabitcore/nexus-gateway,timeout,1.000,True,ok
lbv2_0027,alphabitcore/nexus-gateway,missing_binaries,1.000,True,ok
lbv2_0028,alphabitcore/nexus-gateway,clone,1.000,True,4255 paths indexed
lbv2_0028,alphabitcore/nexus-gateway,test_command_exists,1.000,True,go test
lbv2_0028,alphabitcore/nexus-gateway,ecosystem_supported,1.000,True,go
lbv2_0028,alphabitcore/nexus-gateway,lockfile_consistency,1.000,True,go.mod
lbv2_0028,alphabitcore/nexus-gateway,package_manager_consistency,1.000,True,consistent
lbv2_0028,alphabitcore/nexus-gateway,historical_execution_failures,0.000,False,phase0 toolchain failure rate=1.00
lbv2_0028,alphabitcore/nexus-gateway,deps_install,1.000,True,go mod download
lbv2_0028,alphabitcore/nexus-gateway,test_starts,0.000,False,
lbv2_0028,alphabitcore/nexus-gateway,baseline_tests_execute,0.000,False,
lbv2_0028,alphabitcore/nexus-gateway,timeout,1.000,True,ok
lbv2_0028,alphabitcore/nexus-gateway,missing_binaries,1.000,True,ok
lbv2_0029,alphabitcore/nexus-gateway,clone,1.000,True,4255 paths indexed
lbv2_0029,alphabitcore/nexus-gateway,test_command_exists,1.000,True,npm test
lbv2_0029,alphabitcore/nexus-gateway,ecosystem_supported,1.000,True,node
lbv2_0029,alphabitcore/nexus-gateway,lockfile_consistency,1.000,True,found lockfile
lbv2_0029,alphabitcore/nexus-gateway,package_manager_consistency,1.000,True,consistent
lbv2_0029,alphabitcore/nexus-gateway,historical_execution_failures,0.000,False,phase0 toolchain failure rate=1.00
lbv2_0029,alphabitcore/nexus-gateway,deps_install,1.000,True,npm ci --ignore-scripts || npm install --ignore-scripts
lbv2_0029,alphabitcore/nexus-gateway,test_starts,1.000,True,heuristic: package script likely runnable; live smoke not executed
lbv2_0029,alphabitcore/nexus-gateway,baseline_tests_execute,0.000,False,heuristic: package script likely runnable; live smoke not executed
lbv2_0029,alphabitcore/nexus-gateway,timeout,1.000,True,ok
lbv2_0029,alphabitcore/nexus-gateway,missing_binaries,1.000,True,ok
lbv2_0030,alphabitcore/nexus-gateway,clone,1.000,True,4255 paths indexed
lbv2_0030,alphabitcore/nexus-gateway,test_command_exists,1.000,True,npm test
lbv2_0030,alphabitcore/nexus-gateway,ecosystem_supported,1.000,True,node
lbv2_0030,alphabitcore/nexus-gateway,lockfile_consistency,1.000,True,found lockfile
lbv2_0030,alphabitcore/nexus-gateway,package_manager_consistency,1.000,True,consistent
lbv2_0030,alphabitcore/nexus-gateway,historical_execution_failures,0.000,False,phase0 toolchain failure rate=1.00
lbv2_0030,alphabitcore/nexus-gateway,deps_install,1.000,True,npm ci --ignore-scripts || npm install --ignore-scripts
lbv2_0030,alphabitcore/nexus-gateway,test_starts,1.000,True,heuristic: package script likely runnable; live smoke not executed
lbv2_0030,alphabitcore/nexus-gateway,baseline_tests_execute,0.000,False,heuristic: package script likely runnable; live smoke not executed
