repo_id,repo_url,instruction_path,reference_type,reference,first_commit,first_change_type,n_observations,repeated_repo_count,repeated_file_count,snippet_available,snippet,heuristic_category,heuristic_confidence,heuristic_rules,heuristic_rationale,adjudication_status,final_category,taxonomy_letter,judge_a_model,judge_a_category,judge_a_rationale,judge_b_model,judge_b_category,judge_b_rationale,judge_agreement,example_category
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,.agents/skills/apm-integrations/references/new-integration-guide.md,path,url,5e3de4ed38f08decf4592d397f5a0c72d483d519,add,4,5,7,True,"`typescript tracer.use('<name>'); tracer.use('<name>', { optionName: 'value' }); ``` ## Step 6: Document in docs/API.md Add section alphabetically: ```markdown <h5 id=""<name>""><h5> This plugin automatically patches the [<LibraryName>](<url>) module. | Option | Default | Description | |--------|-----",extraction_artifact,high,invalid_or_prose_extraction,Token fails path grammar or matches prose false-positive profile.,deterministic_high,extraction_artifact,A,,,,,,,,extraction_artifact
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,.agents/skills/apm-integrations/references/new-integration-guide.md,path,SKILL.md,5e3de4ed38f08decf4592d397f5a0c72d483d519,add,4,23,75,True,# New Integration Guide Step-by-step checklist for creating a new dd-trace-js integration from scratch. ## Prerequisites - Read 1-2 reference integrations of the same library type (see SKILL.md reference table) - Determine the instrumentation approach: orchestrion (default) or shimmer (only if orche,extraction_artifact,high,invalid_or_prose_extraction,Token fails path grammar or matches prose false-positive profile.,deterministic_high,extraction_artifact,A,,,,,,,,extraction_artifact
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,.agents/skills/apm-integrations/references/orchestrion.md,directory,/,7d9893e01968f82284798235edcea9d887e96b60,modify,1,50,323,True,"* Orchestrion rewrites a library's source at load time (CJS + ESM) and *inlines* `diagnostics_channel` publishes into the target function. No runtime monkey-patching, so it handles ESM reliably where shimmer cannot. Engine: `@apm-js-collab/code-transformer` (mirror of [nodejs/orchestrion-js](https:/",extraction_artifact,high,invalid_or_prose_extraction,Token fails path grammar or matches prose false-positive profile.,deterministic_high,extraction_artifact,A,,,,,,,,extraction_artifact
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,.agents/skills/apm-integrations/references/plugin-patterns.md,path,Node.js,5e3de4ed38f08decf4592d397f5a0c72d483d519,add,2,28,90,True,"subscribes to all events (`start`, `end`, `asyncStart`, `asyncEnd`, `error`, `finish`) and routes them to plugin methods (`bindStart`, `bindEnd`, `start`, `asyncStart`, etc.). The channel prefix is determined by the instrumentation type. Node.js `tracingChannel` automatically adds a `tracing:` prefi",extraction_artifact,high,invalid_or_prose_extraction,Token fails path grammar or matches prose false-positive profile.,deterministic_high,extraction_artifact,A,,,,,,,,extraction_artifact
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,.agents/skills/llmobs-testing/SKILL.md,path,anubis_apm/workflows/analyze/models.py:LlmObsCategory,92d92790a05460a0283e8fc65b01d8d89007e328,add,1,1,1,True,"category determines EVERYTHING:** - Whether to use VCR or not - What spanKind to use - What test structure to follow - What examples to study **IF YOU USE THE WRONG CATEGORY STRATEGY, THE TEST WILL FAIL.** **Categories are defined in:** `anubis_apm/workflows/analyze/models.py:LlmObsCategory` **Quick",extraction_artifact,high,invalid_or_prose_extraction,Token fails path grammar or matches prose false-positive profile.,deterministic_high,extraction_artifact,A,,,,,,,,extraction_artifact
03ff95638105b96a,https://github.com/567-labs/instructor,CLAUDE.md,path,tests/path_to_test.py,cf01774c40bce575e4d6bb90e08d79e0dfbe615c,add,14,1,1,True,"# Instructor Development Guide ## Commands - Install deps: `poetry install --with dev,anthropic` - Run tests: `poetry run pytest tests/` - Run specific test: `poetry run pytest tests/path_to_test.py::test_name` - Skip LLM tests: `poetry run pytest tests/ -k 'not llm and not openai'` - Type check: `p",template_placeholder,high,placeholder_syntax_in_reference,"Example, placeholder, or cross-repo template token — not a concrete repo claim.",deterministic_high,template_placeholder,B,,,,,,,,template_placeholder
03ff95638105b96a,https://github.com/567-labs/instructor,CLAUDE.md,script_name,tests/path_to_test.py,cf01774c40bce575e4d6bb90e08d79e0dfbe615c,add,14,1,1,True,"# Instructor Development Guide ## Commands - Install deps: `poetry install --with dev,anthropic` - Run tests: `poetry run pytest tests/` - Run specific test: `poetry run pytest tests/path_to_test.py::test_name` - Skip LLM tests: `poetry run pytest tests/ -k 'not llm and not openai'` - Type check: `p",template_placeholder,high,placeholder_syntax_in_reference,"Example, placeholder, or cross-repo template token — not a concrete repo claim.",deterministic_high,template_placeholder,B,,,,,,,,template_placeholder
03ff95638105b96a,https://github.com/567-labs/instructor,CLAUDE.md,path,instructor/client_your_provider.py,f4dd2771edc619c1df4a8f6093b4e7dcfcfad62b,modify,12,1,1,True,"``` 2. **Add Provider Modes** in `instructor/mode.py`: ```python class Mode(enum.Enum): YOUR_PROVIDER_TOOLS = ""your_provider_tools"" YOUR_PROVIDER_JSON = ""your_provider_json"" ``` 3. **Create Client Implementation** `instructor/client_your_provider.py`: - Use overloads for sync/async variants - Valida",template_placeholder,high,placeholder_syntax_in_reference,"Example, placeholder, or cross-repo template token — not a concrete repo claim.",deterministic_high,template_placeholder,B,,,,,,,,template_placeholder
03ff95638105b96a,https://github.com/567-labs/instructor,CLAUDE.md,directory,tests/llm/test_your_provider/,f4dd2771edc619c1df4a8f6093b4e7dcfcfad62b,modify,12,1,1,True,``` 5. **Update Auto Client** in `instructor/auto_client.py`: - Add to `supported_providers` list - Implement provider handling in `from_provider()` - Update `get_provider()` function if URL-detectable 6. **Create Tests** in `tests/llm/test_your_provider/`: - `conftest.py` with client fixtures - Bas,template_placeholder,high,placeholder_syntax_in_reference,"Example, placeholder, or cross-repo template token — not a concrete repo claim.",deterministic_high,template_placeholder,B,,,,,,,,template_placeholder
03ff95638105b96a,https://github.com/567-labs/instructor,CLAUDE.md,directory,cli/,f4dd2771edc619c1df4a8f6093b4e7dcfcfad62b,modify,12,7,17,True,"or` - Provider clients (`client_*.py`): Factory functions for each provider - DSL components (`dsl/`): Partial, Iterable, Maybe, Citation extensions - Core logic: `patch.py`, `process_response.py`, `function_calls.py` - CLI tools (`cli/`): Batch processing, file management, usage tracking - `tests/`",template_placeholder,medium,high_cross_file_repetition,"Example, placeholder, or cross-repo template token — not a concrete repo claim.",deterministic_medium,template_placeholder,B,,,,,,,,template_placeholder
03ff95638105b96a,https://github.com/567-labs/instructor,CLAUDE.md,directory,tests/llm/test_<provider>/,f4dd2771edc619c1df4a8f6093b4e7dcfcfad62b,modify,12,1,1,True,"ation extensions - Core logic: `patch.py`, `process_response.py`, `function_calls.py` - CLI tools (`cli/`): Batch processing, file management, usage tracking - `tests/` - Test suite organized by provider - Provider-specific tests in `tests/llm/test_<provider>/` - Evaluation tests for model capabilit",template_placeholder,high,placeholder_syntax_in_reference,"Example, placeholder, or cross-repo template token — not a concrete repo claim.",deterministic_high,template_placeholder,B,,,,,,,,template_placeholder
03ff95638105b96a,https://github.com/567-labs/instructor,CLAUDE.md,directory,templates/,f4dd2771edc619c1df4a8f6093b4e7dcfcfad62b,modify,12,9,14,True,Custom hooks for code processing - **Custom Processing**: `hide_lines.py` removes code marked with `# <%hide%>` - **Redirect Management**: Comprehensive redirect maps for moved content ### Writing Documentation - Follow templates in `docs/templates/` for consistency - Grade 10 reading level for acce,template_placeholder,medium,high_cross_file_repetition,"Example, placeholder, or cross-repo template token — not a concrete repo claim.",deterministic_medium,template_placeholder,B,,,,,,,,template_placeholder
03ff95638105b96a,https://github.com/567-labs/instructor,CLAUDE.md,script_name,instructor/client_your_provider.py,f4dd2771edc619c1df4a8f6093b4e7dcfcfad62b,modify,12,1,1,True,"``` 2. **Add Provider Modes** in `instructor/mode.py`: ```python class Mode(enum.Enum): YOUR_PROVIDER_TOOLS = ""your_provider_tools"" YOUR_PROVIDER_JSON = ""your_provider_json"" ``` 3. **Create Client Implementation** `instructor/client_your_provider.py`: - Use overloads for sync/async variants - Valida",template_placeholder,high,placeholder_syntax_in_reference,"Example, placeholder, or cross-repo template token — not a concrete repo claim.",deterministic_high,template_placeholder,B,,,,,,,,template_placeholder
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,.agents/skills/apm-integrations/SKILL.md,directory,packages/datadog-plugin-<name>/src/,5e3de4ed38f08decf4592d397f5a0c72d483d519,add,10,1,1,True,──┘ ``` **Instrumentation** (`packages/datadog-instrumentations/src/`): Hooks into a library's internals and publishes events with context data to named diagnostic channels. Has zero knowledge of tracing — only emits events. **Plugin** (`packages/datadog-plugin-<name>/src/`): Subscribes to diagnosti,template_placeholder,high,placeholder_syntax_in_reference,"Example, placeholder, or cross-repo template token — not a concrete repo claim.",deterministic_high,template_placeholder,B,,,,,,,,template_placeholder
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,.agents/skills/apm-integrations/SKILL.md,path,packages/datadog-instrumentations/src/helpers/rewriter/instrumentations/<name>.js,5e3de4ed38f08decf4592d397f5a0c72d483d519,add,10,1,2,True,"wraps methods via JSON configuration, with correct CJS and ESM handling built in. Orchestrion handles ESM code far more reliably than traditional shimmer-based wrapping, which struggles with ESM's static module structure. Config lives in `packages/datadog-instrumentations/src/helpers/rewriter/instru",template_placeholder,high,placeholder_syntax_in_reference,"Example, placeholder, or cross-repo template token — not a concrete repo claim.",deterministic_high,template_placeholder,B,,,,,,,,template_placeholder
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,.agents/skills/apm-integrations/SKILL.md,path,packages/datadog-instrumentations/src/<lib>.js,72167012d9a6ee8c4f85350162c36cfe1dec1887,modify,6,1,1,True,"lugin — Database clients (DBM, db.* tags) └── CachePlugin — Key-value caches ``` **Wrong base class = complex workarounds.** Always match the library type to the base class. ## Read Upstream Source First Touching `packages/datadog-instrumentations/src/<lib>.js`, its plugin counterpart, or any orches",template_placeholder,high,placeholder_syntax_in_reference,"Example, placeholder, or cross-repo template token — not a concrete repo claim.",deterministic_high,template_placeholder,B,,,,,,,,template_placeholder
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,.agents/skills/apm-integrations/references/new-integration-guide.md,path,packages/datadog-instrumentations/src/helpers/rewriter/instrumentations/<name>.js,5e3de4ed38f08decf4592d397f5a0c72d483d519,add,4,1,2,True,mmer (only if orchestrion cannot work — document why) - Identify the correct plugin base class for the library type ## Step 1: Create the Instrumentation ### Orchestrion (Default) Orchestrion requires three files: **1. JSON config** — `packages/datadog-instrumentations/src/helpers/rewriter/instrumen,template_placeholder,high,placeholder_syntax_in_reference,"Example, placeholder, or cross-repo template token — not a concrete repo claim.",deterministic_high,template_placeholder,B,,,,,,,,template_placeholder
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,.agents/skills/apm-integrations/references/new-integration-guide.md,path,packages/datadog-instrumentations/src/<name>.js,5e3de4ed38f08decf4592d397f5a0c72d483d519,add,4,1,2,True,"builds** (e.g., `dist/cjs/client.js` and `dist/esm/client.js`). Add a separate entry for each file path with the same `functionQuery` and `channelName` — otherwise the uninstrumented module format will silently fail. **2. Hooks file** — `packages/datadog-instrumentations/src/<name>.js`: ```javascrip",template_placeholder,high,placeholder_syntax_in_reference,"Example, placeholder, or cross-repo template token — not a concrete repo claim.",deterministic_high,template_placeholder,B,,,,,,,,template_placeholder
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,.agents/skills/apm-integrations/references/new-integration-guide.md,path,packages/datadog-plugin-<name>/src/index.js,5e3de4ed38f08decf4592d397f5a0c72d483d519,add,4,1,2,True,"one of the above | `TracingPlugin` | `../../dd-trace/src/plugins/tracing` | Generic span creation | **Wrong base class = complex workarounds.** If fighting the base class, the choice is probably wrong. ### Create the Plugin File Create `packages/datadog-plugin-<name>/src/index.js` (adapt base class ",template_placeholder,high,placeholder_syntax_in_reference,"Example, placeholder, or cross-repo template token — not a concrete repo claim.",deterministic_high,template_placeholder,B,,,,,,,,template_placeholder
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,.agents/skills/apm-integrations/references/new-integration-guide.md,directory,src/,5e3de4ed38f08decf4592d397f5a0c72d483d519,add,4,15,37,True,ork — document why) - Identify the correct plugin base class for the library type ## Step 1: Create the Instrumentation ### Orchestrion (Default) Orchestrion requires three files: **1. JSON config** — `packages/datadog-instrumentations/src/helpers/rewriter/instrumentations/<name>.js`: ```javascript ,template_placeholder,medium,high_cross_file_repetition,"Example, placeholder, or cross-repo template token — not a concrete repo claim.",deterministic_medium,template_placeholder,B,,,,,,,,template_placeholder
03ff95638105b96a,https://github.com/567-labs/instructor,.cursor/rules/documentation-sync.mdc,path,guides/getting-started.md,8edae175e6f426c20020baa2a9274c9cd099dafd,add,1,1,1,True,under the appropriate section - Follow the existing hierarchy and indentation - Use descriptive nav titles - Example: ```yaml nav: - Home: index.md - Guides: - Getting Started: guides/getting-started.md - Your New File: guides/your-new-file.md ``` - For API documentation: - Ensure new functions/clas,normative_prescriptive,medium,instruction_file_is_rule_or_skill_surface,Reference appears in prescriptive rule/skill context describing conventions.,deterministic_medium,normative_prescriptive,C,,,,,,,,normative_prescriptive
03ff95638105b96a,https://github.com/567-labs/instructor,.cursor/rules/documentation-sync.mdc,path,guides/your-new-file.md,8edae175e6f426c20020baa2a9274c9cd099dafd,add,1,1,1,True,hierarchy and indentation - Use descriptive nav titles - Example: ```yaml nav: - Home: index.md - Guides: - Getting Started: guides/getting-started.md - Your New File: guides/your-new-file.md ``` - For API documentation: - Ensure new functions/classes are documented - Include type hints and docstrin,normative_prescriptive,medium,instruction_file_is_rule_or_skill_surface,Reference appears in prescriptive rule/skill context describing conventions.,deterministic_medium,normative_prescriptive,C,,,,,,,,normative_prescriptive
03ff95638105b96a,https://github.com/567-labs/instructor,.cursor/rules/new-features-planning.mdc,path,mdc:https:/cursor.sh,8edae175e6f426c20020baa2a9274c9cd099dafd,add,1,1,1,True,"es, make sure that you check out from main a new branch and make incremental commits - If the feature is very large, create a temporary `todo.md` - And start a pull request using `gh` - Make sure to include `This PR was written by [Cursor](mdc:https:/cursor.sh)` - Add default reviewers: - Use `gh pr",normative_prescriptive,medium,instruction_file_is_rule_or_skill_surface,Reference appears in prescriptive rule/skill context describing conventions.,deterministic_medium,normative_prescriptive,C,,,,,,,,normative_prescriptive
03ff95638105b96a,https://github.com/567-labs/instructor,.cursor/rules/new-features-planning.mdc,path,/cursor.sh,8edae175e6f426c20020baa2a9274c9cd099dafd,add,1,1,1,True,"ure that you check out from main a new branch and make incremental commits - If the feature is very large, create a temporary `todo.md` - And start a pull request using `gh` - Make sure to include `This PR was written by [Cursor](mdc:https:/cursor.sh)` - Add default reviewers: - Use `gh pr edit <id>",normative_prescriptive,medium,instruction_file_is_rule_or_skill_surface,Reference appears in prescriptive rule/skill context describing conventions.,deterministic_medium,normative_prescriptive,C,,,,,,,,normative_prescriptive
03ff95638105b96a,https://github.com/567-labs/instructor,.cursor/rules/new-features-planning.mdc,script_name,/cursor.sh,8edae175e6f426c20020baa2a9274c9cd099dafd,add,1,1,1,True,"ure that you check out from main a new branch and make incremental commits - If the feature is very large, create a temporary `todo.md` - And start a pull request using `gh` - Make sure to include `This PR was written by [Cursor](mdc:https:/cursor.sh)` - Add default reviewers: - Use `gh pr edit <id>",normative_prescriptive,medium,instruction_file_is_rule_or_skill_surface,Reference appears in prescriptive rule/skill context describing conventions.,deterministic_medium,normative_prescriptive,C,,,,,,,,normative_prescriptive
03ff95638105b96a,https://github.com/567-labs/instructor,CLAUDE.md,script_name,exceptions.py,cf01774c40bce575e4d6bb90e08d79e0dfbe615c,add,14,2,3,True,"ing**: Follow Black's formatting conventions - **Models**: Define structured outputs as Pydantic BaseModel subclasses - **Naming**: snake_case for functions/variables, PascalCase for classes - **Error Handling**: Use custom exceptions from exceptions.py, validate with Pydantic - **Comments**: Docstr",normative_prescriptive,medium,prescriptive_language_near_reference,Reference appears in prescriptive rule/skill context describing conventions.,deterministic_medium,normative_prescriptive,C,,,,,,,,normative_prescriptive
03ff95638105b96a,https://github.com/567-labs/instructor,CLAUDE.md,script_name,client_anthropic.py,cf01774c40bce575e4d6bb90e08d79e0dfbe615c,add,14,1,1,True,"re - **Supported Providers**: OpenAI, Anthropic, Gemini, Cohere, Mistral, Groq, VertexAI, Fireworks, Cerebras, Writer, Databricks, Anyscale, Together, LiteLLM - **Provider Implementation**: Each provider has a dedicated client file (e.g., `client_anthropic.py`) with factory functions - **Modes**: Di",normative_prescriptive,medium,prescriptive_language_near_reference,Reference appears in prescriptive rule/skill context describing conventions.,deterministic_medium,normative_prescriptive,C,,,,,,,,normative_prescriptive
03ff95638105b96a,https://github.com/567-labs/instructor,CLAUDE.md,script_name,client.py,5d9de64fc8ec1ee087252fbb08621db23d9ae893,modify,13,3,3,True,"- **Comments**: Docstrings for public functions, inline comments for complex logic - **Commits**: Follow conventional commits format (type(scope): description) ## Core Architecture - **Base Classes**: `Instructor` and `AsyncInstructor` in client.py are the foundation - **Factory Pattern**: Provider-",normative_prescriptive,medium,prescriptive_language_near_reference,Reference appears in prescriptive rule/skill context describing conventions.,deterministic_medium,normative_prescriptive,C,,,,,,,,normative_prescriptive
03ff95638105b96a,https://github.com/567-labs/instructor,CLAUDE.md,script_name,auto_client.py,5d9de64fc8ec1ee087252fbb08621db23d9ae893,modify,13,1,1,True,"e - **Base Classes**: `Instructor` and `AsyncInstructor` in client.py are the foundation - **Factory Pattern**: Provider-specific factory functions (`from_openai`, `from_anthropic`, etc.) - **Unified Access**: `from_provider()` function in auto_client.py for automatic provider detection - **Mode Sys",normative_prescriptive,medium,prescriptive_language_near_reference,Reference appears in prescriptive rule/skill context describing conventions.,deterministic_medium,normative_prescriptive,C,,,,,,,,normative_prescriptive
03ff95638105b96a,https://github.com/567-labs/instructor,CLAUDE.md,script_name,process_response.py,5d9de64fc8ec1ee087252fbb08621db23d9ae893,modify,13,1,1,True,"Testing**: Tests in `tests/llm/` directory, define Pydantic models, make API calls, verify structured outputs - **Provider Detection**: `get_provider` function analyzes base URL to detect which provider is being used ## Key Components - **process_response.py**: Handles parsing and converting LLM out",normative_prescriptive,medium,prescriptive_language_near_reference,Reference appears in prescriptive rule/skill context describing conventions.,deterministic_medium,normative_prescriptive,C,,,,,,,,normative_prescriptive
03ff95638105b96a,https://github.com/567-labs/instructor,CLAUDE.md,script_name,patch.py,5d9de64fc8ec1ee087252fbb08621db23d9ae893,modify,13,1,1,True,y structured outputs - **Provider Detection**: `get_provider` function analyzes base URL to detect which provider is being used ## Key Components - **process_response.py**: Handles parsing and converting LLM outputs to Pydantic models - **patch.py**: Contains the core patching logic for modifying pr,normative_prescriptive,medium,prescriptive_language_near_reference,Reference appears in prescriptive rule/skill context describing conventions.,deterministic_medium,normative_prescriptive,C,,,,,,,,normative_prescriptive
03ff95638105b96a,https://github.com/567-labs/instructor,CLAUDE.md,script_name,retry.py,5d9de64fc8ec1ee087252fbb08621db23d9ae893,modify,13,1,1,True,es generating function/tool schemas from Pydantic models - **hooks.py**: Provides event hooks for intercepting various stages of the LLM request/response cycle - **dsl/**: Domain-specific language extensions for specialized model types - **retry.py**: Implements retry logic for handling validation f,normative_prescriptive,medium,prescriptive_language_near_reference,Reference appears in prescriptive rule/skill context describing conventions.,deterministic_medium,normative_prescriptive,C,,,,,,,,normative_prescriptive
03ff95638105b96a,https://github.com/567-labs/instructor,CLAUDE.md,script_name,validators.py,5d9de64fc8ec1ee087252fbb08621db23d9ae893,modify,13,1,1,True,Provides event hooks for intercepting various stages of the LLM request/response cycle - **dsl/**: Domain-specific language extensions for specialized model types - **retry.py**: Implements retry logic for handling validation failures - **validators.py**: Custom validation mechanisms for structured ,normative_prescriptive,medium,prescriptive_language_near_reference,Reference appears in prescriptive rule/skill context describing conventions.,deterministic_medium,normative_prescriptive,C,,,,,,,,normative_prescriptive
03ff95638105b96a,https://github.com/567-labs/instructor,CLAUDE.md,script_name,conftest.py,5d9de64fc8ec1ee087252fbb08621db23d9ae893,modify,13,6,9,True,.py**: Implements retry logic for handling validation failures - **validators.py**: Custom validation mechanisms for structured outputs ## Testing Guidelines - Tests are organized by provider under `tests/llm/` - Each provider has its own conftest.py with fixtures - Standard tests cover: basic extra,normative_prescriptive,medium,prescriptive_language_near_reference,Reference appears in prescriptive rule/skill context describing conventions.,deterministic_medium,normative_prescriptive,C,,,,,,,,normative_prescriptive
03ff95638105b96a,https://github.com/567-labs/instructor,CLAUDE.md,directory,dsl/,f4dd2771edc619c1df4a8f6093b4e7dcfcfad62b,modify,12,1,1,True,patching logic for modifying provider clients - **function_calls.py**: Handles generating function/tool schemas from Pydantic models - **hooks.py**: Provides event hooks for intercepting various stages of the LLM request/response cycle - **dsl/**: Domain-specific language extensions for specialized ,normative_prescriptive,medium,prescriptive_language_near_reference,Reference appears in prescriptive rule/skill context describing conventions.,deterministic_medium,normative_prescriptive,C,,,,,,,,normative_prescriptive
03ff95638105b96a,https://github.com/567-labs/instructor,CLAUDE.md,directory,tests/llm/test_provider/evals/,5d9de64fc8ec1ee087252fbb08621db23d9ae893,modify,13,1,1,True,"tured outputs ## Testing Guidelines - Tests are organized by provider under `tests/llm/` - Each provider has its own conftest.py with fixtures - Standard tests cover: basic extraction, streaming, validation, retries - Evaluation tests in `tests/llm/test_provider/evals/` assess model capabilities - U",pre_observation_evolution,medium,file_predates_panel_with_persistent_missing,Structured path missing from first panel snapshot; file existed before observation window.,deterministic_medium,pre_observation_evolution,D,,,,,,,,pre_observation_evolution
