repo_id,repo_url,instruction_path,reference_type,reference,first_commit,first_change_type,n_observations,repeated_repo_count,repeated_file_count,snippet_available,snippet,prior_final_category,prior_adjudication_status,prior_judge_a_category,prior_judge_b_category,heuristic_category,heuristic_confidence,heuristic_rules,heuristic_rationale,adjudication_status,final_category,category_letter,is_confirmed_false,judge_a_model,judge_a_category,judge_a_rationale,judge_b_model,judge_b_category,judge_b_rationale,judge_agreement
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,CLAUDE.md,directory,src/exporters/,c2a795393f603fd5fe47dfe07154b48dfb8bd9e8,add,1,1,1,True,"e library. - `src/tracer.js`: Main DatadogTracer class extending OpenTracing Tracer - `src/config.js`: Configuration management with 64k+ lines of options - `src/plugins/index.js`: Central registry of all instrumentation plugins - `src/exporters/`: Exporters for sending data to the Agent (agent, log",genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,confirmed_false,medium,structured_path_always_missing,Structured in-tree path claim persistently absent across observations.,deterministic_medium,confirmed_false,A,True,,,,,,,
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,CLAUDE.md,directory,src/appsec/,c2a795393f603fd5fe47dfe07154b48dfb8bd9e8,add,1,1,1,True,"- `src/config.js`: Configuration management with 64k+ lines of options - `src/plugins/index.js`: Central registry of all instrumentation plugins - `src/exporters/`: Exporters for sending data to the Agent (agent, log, span-stats) - `src/appsec/`: Application Security monitoring features - `src/ci-vi",genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,confirmed_false,medium,structured_path_always_missing,Structured in-tree path claim persistently absent across observations.,deterministic_medium,confirmed_false,A,True,,,,,,,
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,CLAUDE.md,directory,src/ci-visibility/,c2a795393f603fd5fe47dfe07154b48dfb8bd9e8,add,1,1,1,True,"of options - `src/plugins/index.js`: Central registry of all instrumentation plugins - `src/exporters/`: Exporters for sending data to the Agent (agent, log, span-stats) - `src/appsec/`: Application Security monitoring features - `src/ci-visibility/`: CI/CD test visibility features - `src/llmobs/`: ",genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,confirmed_false,medium,structured_path_always_missing,Structured in-tree path claim persistently absent across observations.,deterministic_medium,confirmed_false,A,True,,,,,,,
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,CLAUDE.md,directory,src/llmobs/,c2a795393f603fd5fe47dfe07154b48dfb8bd9e8,add,1,1,1,True,"of all instrumentation plugins - `src/exporters/`: Exporters for sending data to the Agent (agent, log, span-stats) - `src/appsec/`: Application Security monitoring features - `src/ci-visibility/`: CI/CD test visibility features - `src/llmobs/`: LLM observability features - `src/profiling/`: CPU and",genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,confirmed_false,medium,structured_path_always_missing,Structured in-tree path claim persistently absent across observations.,deterministic_medium,confirmed_false,A,True,,,,,,,
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,CLAUDE.md,directory,src/profiling/,c2a795393f603fd5fe47dfe07154b48dfb8bd9e8,add,1,1,1,True,"ers/`: Exporters for sending data to the Agent (agent, log, span-stats) - `src/appsec/`: Application Security monitoring features - `src/ci-visibility/`: CI/CD test visibility features - `src/llmobs/`: LLM observability features - `src/profiling/`: CPU and heap profiling support - `src/lambda/`: AWS",genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,confirmed_false,medium,structured_path_always_missing,Structured in-tree path claim persistently absent across observations.,deterministic_medium,confirmed_false,A,True,,,,,,,
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,CLAUDE.md,directory,src/lambda/,c2a795393f603fd5fe47dfe07154b48dfb8bd9e8,add,1,1,1,True,", log, span-stats) - `src/appsec/`: Application Security monitoring features - `src/ci-visibility/`: CI/CD test visibility features - `src/llmobs/`: LLM observability features - `src/profiling/`: CPU and heap profiling support - `src/lambda/`: AWS Lambda-specific functionality - `src/opentracing/`: ",genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,confirmed_false,medium,structured_path_always_missing,Structured in-tree path claim persistently absent across observations.,deterministic_medium,confirmed_false,A,True,,,,,,,
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,CLAUDE.md,directory,src/opentracing/,c2a795393f603fd5fe47dfe07154b48dfb8bd9e8,add,1,1,1,True,urity monitoring features - `src/ci-visibility/`: CI/CD test visibility features - `src/llmobs/`: LLM observability features - `src/profiling/`: CPU and heap profiling support - `src/lambda/`: AWS Lambda-specific functionality - `src/opentracing/`: OpenTracing API implementation - `src/opentelemetry,genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,confirmed_false,medium,structured_path_always_missing,Structured in-tree path claim persistently absent across observations.,deterministic_medium,confirmed_false,A,True,,,,,,,
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,CLAUDE.md,directory,src/opentelemetry/,c2a795393f603fd5fe47dfe07154b48dfb8bd9e8,add,1,1,1,True,CD test visibility features - `src/llmobs/`: LLM observability features - `src/profiling/`: CPU and heap profiling support - `src/lambda/`: AWS Lambda-specific functionality - `src/opentracing/`: OpenTracing API implementation - `src/opentelemetry/`: OpenTelemetry API integration - **`packages/datad,genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,confirmed_false,medium,structured_path_always_missing,Structured in-tree path claim persistently absent across observations.,deterministic_medium,confirmed_false,A,True,,,,,,,
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,CLAUDE.md,path,packages/datadog-plugin-*,c2a795393f603fd5fe47dfe07154b48dfb8bd9e8,add,1,1,1,True,unctionality - `src/opentracing/`: OpenTracing API implementation - `src/opentelemetry/`: OpenTelemetry API integration - **`packages/datadog-instrumentations`**: Low-level instrumentation hooks using import-in-the-middle (IITM) - **`packages/datadog-plugin-*`**: Individual plugin implementations fo,genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,template,high,glob_wildcard_reference,"Placeholder, glob, or example-path token — not a concrete repo claim.",deterministic_high,template,E,False,,,,,,,
045697c18e22b2e6,https://github.com/datadog/dd-trace-js,CLAUDE.md,path,path/to/test.spec.js,c2a795393f603fd5fe47dfe07154b48dfb8bd9e8,add,1,1,2,True,"# Test TypeScript definitions ``` ### Benchmarks ```bash yarn bench # Run microbenchmarks ``` ### Running a Single Test For Mocha-based tests (most tests): ```bash mocha -r ""packages/dd-trace/test/setup/mocha.js"" path/to/test.spec.js ``` For Tap-based tests (profiler, core): ```bash tap path/to/test",genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,template,high,canonical_placeholder_path,"Placeholder, glob, or example-path token — not a concrete repo claim.",deterministic_high,template,E,False,,,,,,,
0c6c8a962b287919,https://github.com/jmberesford/retrom,.agents/AGENTS.md,script_name,sync-mcp.sh,2c0c4b1d5ac0d7b76f7943147f04edda569fc2b2,add,1,1,1,True,". Layout - skills/ — Shared skills (committed). Each is a directory with SKILL.md. - skills-local/ — Private skills (gitignored). - mcp/servers.json — Canonical MCP server config. - scripts/ — Sync and validation scripts (link-skills.sh, sync-mcp.sh). Adding a skill 1. Create `.agents/skills/<name>/",genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,confirmed_false,medium,structured_path_always_missing,Structured in-tree path claim persistently absent across observations.,deterministic_medium,confirmed_false,A,True,,,,,,,
0d8bce7e29a5cd98,https://github.com/microsoft/vscode,.github/instructions/accessibility.instructions.md,path,/accessibleView.js,665de62fd7ba4c44e0a13fce303496017451ca88,add,2,1,2,True,"ityHelp()); ``` in the feature's `*.contribution.ts` file. ### Example skeleton ```ts import { AccessibleViewType, AccessibleContentProvider, AccessibleViewProviderId, IAccessibleViewContentProvider, IAccessibleViewOptions } from '…/accessibleView.js'; import { IAccessibleViewImplementation } from '",genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,template,medium,template_language_in_snippet,Snippet frames reference as example/template rather than observed repo state.,deterministic_medium,template,E,False,,,,,,,
0d8bce7e29a5cd98,https://github.com/microsoft/vscode,.github/instructions/accessibility.instructions.md,path,/accessibleViewRegistry.js,665de62fd7ba4c44e0a13fce303496017451ca88,add,2,1,2,True,"Example skeleton ```ts import { AccessibleViewType, AccessibleContentProvider, AccessibleViewProviderId, IAccessibleViewContentProvider, IAccessibleViewOptions } from '…/accessibleView.js'; import { IAccessibleViewImplementation } from '…/accessibleViewRegistry.js'; import { AccessibilityVerbositySe",genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,template,medium,template_language_in_snippet,Snippet frames reference as example/template rather than observed repo state.,deterministic_medium,template,E,False,,,,,,,
0d8bce7e29a5cd98,https://github.com/microsoft/vscode,.github/instructions/accessibility.instructions.md,path,/accessibilityConfiguration.js,665de62fd7ba4c44e0a13fce303496017451ca88,add,2,1,2,True,", AccessibleViewProviderId, IAccessibleViewContentProvider, IAccessibleViewOptions } from '…/accessibleView.js'; import { IAccessibleViewImplementation } from '…/accessibleViewRegistry.js'; import { AccessibilityVerbositySettingId } from '…/accessibilityConfiguration.js'; export class MyFeatureAcces",genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,confirmed_false,medium,structured_path_always_missing,Structured in-tree path claim persistently absent across observations.,deterministic_medium,confirmed_false,A,True,,,,,,,
0d8bce7e29a5cd98,https://github.com/microsoft/vscode,.github/instructions/ai-customization.instructions.md,path,aiCustomization/aiCustomization.contribution.js,a74e11f5b8a6a4d940dd76e9ddea0151e7f9108e,add,7,1,1,True,uctions | prompt | agent | skill` **PromptsStorage enum:** `local` (workspace) | `user` | `extension` **AI Feature Gating:** View gated by `ChatContextKeys.enabled` (respects `chat.disableAIFeatures` setting) **Registration:** Import `./aiCustomization/aiCustomization.contribution.js` in `chat.contr,genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,confirmed_false,high,structured_path_always_missing,Structured in-tree path claim persistently absent across observations.,deterministic_high,confirmed_false,A,True,,,,,,,
0d8bce7e29a5cd98,https://github.com/microsoft/vscode,.github/instructions/ai-customization.instructions.md,directory,aiCustomization/,a74e11f5b8a6a4d940dd76e9ddea0151e7f9108e,add,7,1,1,True,--- description: Architecture documentation for VS Code AI Customization view. Use when working in `src/vs/workbench/contrib/chat/browser/aiCustomization` applyTo: 'src/vs/workbench/contrib/chat/browser/aiCustomization/**' --- # AI Customization View The AI Customization view provides a unified view,genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,confirmed_false,high,structured_path_always_missing,Structured in-tree path claim persistently absent across observations.,deterministic_high,confirmed_false,A,True,,,,,,,
0d8bce7e29a5cd98,https://github.com/microsoft/vscode,.github/instructions/ai-customization.instructions.md,directory,media/,a74e11f5b8a6a4d940dd76e9ddea0151e7f9108e,add,9,1,4,True,"# Constants, IDs, and MenuIds ├── aiCustomization.contribution.ts # View registration and actions ├── aiCustomizationViews.ts # Tree view pane implementation ├── aiCustomizationIcons.ts # Icon registrations └── media/ └── aiCustomization.css # Styling ``` ## Key Constants (aiCustomization.ts) - `AI_",genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,confirmed_false,high,structured_path_always_missing,Structured in-tree path claim persistently absent across observations.,deterministic_high,confirmed_false,A,True,,,,,,,
0d8bce7e29a5cd98,https://github.com/microsoft/vscode,.github/instructions/best-practices.instructions.md,path,vs/base/common/actions.ts,99789b610035f70fc49262e457c141032783861a,add,14,1,2,True,"lyTo: src/vs/** --- # Best Practices ## Buttons & Actions - Don't create a new class or custom CSS to render a button or action. Reuse the existing `Button` class (`vs/base/browser/ui/button/button.ts`) and the existing `Action` types (`vs/base/common/actions.ts`). This keeps theming, accessibility,",genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,confirmed_false,high,structured_path_always_missing,Structured in-tree path claim persistently absent across observations.,deterministic_high,confirmed_false,A,True,,,,,,,
0d8bce7e29a5cd98,https://github.com/microsoft/vscode,.github/instructions/best-practices.instructions.md,path,vs/platform/actions/browser/toolbar.ts,99789b610035f70fc49262e457c141032783861a,add,14,1,2,True,"browser/ui/button/button.ts`) and the existing `Action` types (`vs/base/common/actions.ts`). This keeps theming, accessibility, and behavior consistent. - Render actions inside a toolbar rather than by hand. Prefer `MenuWorkbenchToolBar` (`vs/platform/actions/browser/toolbar.ts`): give it a `MenuId`",genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,confirmed_false,high,structured_path_always_missing,Structured in-tree path claim persistently absent across observations.,deterministic_high,confirmed_false,A,True,,,,,,,
0d8bce7e29a5cd98,https://github.com/microsoft/vscode,.github/instructions/interactive.instructions.md,path,resources/interactive/interactive.editor.drawio.svg,87912ef73baa5d928be8f671c4f6b585e29c8d20,add,8,1,1,True,ovide the right info and updates to the editor service. One major difference between Interactive Editor and other editor panes is Interactive Window is never dirty so users never see a dot on the editor title bar. ![Editor Registration](./resources/interactive/interactive.editor.drawio.svg) ## Inter,genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,normative,medium,prescriptive_language_in_snippet,"Reference appears in prescriptive guidance, not descriptive inventory.",deterministic_medium,normative,C,False,,,,,,,
0d8bce7e29a5cd98,https://github.com/microsoft/vscode,.github/instructions/interactive.instructions.md,path,resources/interactive/interactive.eh.drawio.svg,87912ef73baa5d928be8f671c4f6b585e29c8d20,add,8,1,1,True,ext model via `ITextModelService` for the input editor at the bottom - The `IInteractiveDocumentService` coordinates between these two parts - The `IInteractiveHistoryService` manages command history for the input editor ![Architecture](./resources/interactive/interactive.eh.drawio.svg),genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,confirmed_false,high,structured_path_always_missing,Structured in-tree path claim persistently absent across observations.,deterministic_high,confirmed_false,A,True,,,,,,,
0d8bce7e29a5cd98,https://github.com/microsoft/vscode,.github/instructions/notebook.instructions.md,directory,view/cellParts/,87912ef73baa5d928be8f671c4f6b585e29c8d20,add,8,1,1,True,"dateState()` - Update per cell state change - `updateForExecutionState()` - Update per execution state change - **CellOverlayPart** - Floating elements rendered on top, may be deferred to next animation frame Cell parts are located in `view/cellParts/` and contribute to different aspects: - **Editor",genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,confirmed_false,high,structured_path_always_missing,Structured in-tree path claim persistently absent across observations.,deterministic_high,confirmed_false,A,True,,,,,,,
0d8bce7e29a5cd98,https://github.com/microsoft/vscode,.github/instructions/notebook.instructions.md,path,resources/notebook/viewport-rendering.drawio.svg,87912ef73baa5d928be8f671c4f6b585e29c8d20,add,8,1,1,True,"irtualized to improve performance. Only visible cells are rendered, and cells outside the viewport are recycled. The viewport rendering is handled by `NotebookCellList` which extends `WorkbenchList<CellViewModel>`. ![Viewport Rendering](./resources/notebook/viewport-rendering.drawio.svg) The renderi",genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,confirmed_false,high,structured_path_always_missing,Structured in-tree path claim persistently absent across observations.,deterministic_high,confirmed_false,A,True,,,,,,,
0d8bce7e29a5cd98,https://github.com/microsoft/vscode,.github/instructions/notebook.instructions.md,path,resources/notebook/cell-resize-above-viewport.drawio.svg,87912ef73baa5d928be8f671c4f6b585e29c8d20,add,8,1,1,True,"ate ### Cell resize above viewport When a cell above the viewport is resized (e.g., output grows), the viewport needs to be updated to maintain scroll position. This is handled by tracking scroll anchors. ![Cell Resize Above Viewport](./resources/notebook/cell-resize-above-viewport.drawio.svg) ## Ce",genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,confirmed_false,high,structured_path_always_missing,Structured in-tree path claim persistently absent across observations.,deterministic_high,confirmed_false,A,True,,,,,,,
0d8bce7e29a5cd98,https://github.com/microsoft/vscode,.github/instructions/notebook.instructions.md,path,resources/notebook/hybrid-find.drawio.svg,87912ef73baa5d928be8f671c4f6b585e29c8d20,add,8,1,1,True,d approach: 1. **Text model search** - Searches cell source code using standard text search via `FindMatch` 2. **DOM search in webview** - Uses `window.find()` to search rendered output content via `CellWebviewFindMatch` ![Hybrid Find](./resources/notebook/hybrid-find.drawio.svg) The hybrid find wor,genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,confirmed_false,high,structured_path_always_missing,Structured in-tree path claim persistently absent across observations.,deterministic_high,confirmed_false,A,True,,,,,,,
0d8bce7e29a5cd98,https://github.com/microsoft/vscode,.github/instructions/oss-third-party-notices.instructions.md,path,LICENSES/Apache-2.0.txt,fd396ed9a236c29eca5d4fe271f360cb7a5a0ac1,add,4,1,1,True,"ersion>`, `<name>-v<version>`, `<name>-<version>`, then `main` and `master`. - `isSpdxStub()` detects CG bodies that are only SPDX expressions. - `fetchCargoLicense()` uses SPDX IDs to fetch real per-license files such as `LICENSE-MIT` or `LICENSES/Apache-2.0.txt`, with `fetchLicenseFromGitRepo()` a",genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,template,medium,template_language_in_snippet,Snippet frames reference as example/template rather than observed repo state.,deterministic_medium,template,E,False,,,,,,,
0d8bce7e29a5cd98,https://github.com/microsoft/vscode,.github/instructions/oss-third-party-notices.instructions.md,path,@img/sharp-win32-x64,fd396ed9a236c29eca5d4fe271f360cb7a5a0ac1,add,4,1,1,True,go-section4.live.ts` is a bounded live check that hits crates.io and GitHub for representative crates. ### Platform-binary Section 5 Section 5 closes a parity gap with the legacy OSS tool for arch-specific npm packages. Packages such as `@img/sharp-win32-x64` or `@esbuild/linux-x64` are optional dep,genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,template,medium,template_language_in_snippet,Snippet frames reference as example/template rather than observed repo state.,deterministic_medium,template,E,False,,,,,,,
0d8bce7e29a5cd98,https://github.com/microsoft/vscode,.github/instructions/oss-third-party-notices.instructions.md,path,.oss-build-out/scan-licenses.js,fd396ed9a236c29eca5d4fe271f360cb7a5a0ac1,add,4,1,1,True,"scanner file, final merged file, and optional cache metadata are uploaded under `notice_output`. ## Script reference ### `scan-licenses.ts` Purpose: produces the supplemental NOTICE entries that CG misses. Invocation in CI: ```sh node .oss-build-out/scan-licenses.js \ --repo ""$(Build.SourcesDirector",genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,confirmed_false,high,structured_path_always_missing,Structured in-tree path claim persistently absent across observations.,deterministic_high,confirmed_false,A,True,,,,,,,
0d8bce7e29a5cd98,https://github.com/microsoft/vscode,.github/instructions/oss-third-party-notices.instructions.md,path,.oss-build-out/merge-notices.js,fd396ed9a236c29eca5d4fe271f360cb7a5a0ac1,add,4,1,1,True,"tform-specific npm binary packages; details below. ### `merge-notices.ts` Purpose: combines CG NOTICE entries, scanner entries, Cargo stub replacements, and `cglicenses.json` overrides into one NOTICE file. Invocation in CI: ```sh node .oss-build-out/merge-notices.js \ --cg ""$(Build.SourcesDirectory",genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,confirmed_false,high,structured_path_always_missing,Structured in-tree path claim persistently absent across observations.,deterministic_high,confirmed_false,A,True,,,,,,,
0d8bce7e29a5cd98,https://github.com/microsoft/vscode,.github/instructions/oss-third-party-notices.instructions.md,path,/cglicenses.json,fd396ed9a236c29eca5d4fe271f360cb7a5a0ac1,add,4,1,1,True,"``sh node .oss-build-out/merge-notices.js \ --cg ""$(Build.SourcesDirectory)/ThirdPartyNotices.generated.txt"" \ --extensions ""$(Build.ArtifactStagingDirectory)/ThirdPartyNotices.extensions.txt"" \ --cglicenses ""$(Build.SourcesDirectory)/cglicenses.json"" \ --output ""$(Build.ArtifactStagingDirectory)/Th",genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,confirmed_false,high,structured_path_always_missing,Structured in-tree path claim persistently absent across observations.,deterministic_high,confirmed_false,A,True,,,,,,,
0d8bce7e29a5cd98,https://github.com/microsoft/vscode,.github/instructions/oss-third-party-notices.instructions.md,path,.oss-build-out/check-pr-dependencies.js,fd396ed9a236c29eca5d4fe271f360cb7a5a0ac1,add,4,1,1,True,"can-licenses.ts` imports this parser to detect CG entries whose body is just an SPDX expression. ### `check-pr-dependencies.ts` Purpose: PR-time license coverage gate for dependency changes. Invocation in `pr-oss-check.yml`: ```sh node .oss-build-out/check-pr-dependencies.js \ --repo ""$(Build.Source",genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,confirmed_false,high,structured_path_always_missing,Structured in-tree path claim persistently absent across observations.,deterministic_high,confirmed_false,A,True,,,,,,,
0d8bce7e29a5cd98,https://github.com/microsoft/vscode,.github/instructions/sessions.instructions.md,path,vs/sessions,b1009c98bb42b2990dbd467396589271881c018f,add,25,1,3,True,"documentation for the Agent Sessions window — a sessions-first app built as a new top-level layer alongside vs/workbench. Covers layout, parts, chat widget, contributions, entry points, and development guidelines. Use when working in `src/vs/sessions` applyTo: src/vs/sessions/** --- # Agent Sessions",genuine_false_claim,llm_agreement,genuine_false_claim,genuine_false_claim,confirmed_false,high,structured_path_always_missing,Structured in-tree path claim persistently absent across observations.,deterministic_high,confirmed_false,A,True,,,,,,,
