neutral_id,case_id_internal,pinned_commit_sha,repo_id,repo_name_internal,repository_type,primary_ecosystem,instruction_path_internal,referenced_artifact_r1_internal,r1_reference_type,task_oracle_source,task_oracle_text,task_oracle_independent_of_instruction,task_oracle_predates_or_independent,has_independent_task_oracle,independent_task_oracle_artifact_on_disk,candidate_task_availability_flag,candidate_task_availability_reason,candidate_issue_availability_flag,candidate_issue_availability_reason,candidate_flags_are_independent_oracles,is_genuine_software_engineering_task,circularity_class,r1_exists_in_pinned_snapshot,r1_content_safely_presentable,substitutability_context_sufficient,sufficient_repository_context_presentable,repository_identity_anonymizable,reidentification_risk,experimental_selection_pool,protocol_condition_pool,confirmed_false,eligibility_verdict,eligible_boolean,exclusion_reason
91a44ede937683ce,56a049e637c03d12,987043191161a0e3fcf3a87ccf24341701f25884,29ffadc06ef6c6fb,scam,uncertain,unknown,AGENTS.md,.fonts/,directory,generic_instruction_coupled_prompt,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,false,false,false,false,True,test_command_in_spec+verified_source_path_reference+verified_test_path_reference,True,stale_verifiable_references_present,false,false,circular,uncertain,uncertain,uncertain,uncertain,uncertain,uncertain,born_stale_confirmed_false_with_truthful_pair,B_observed_integrity_loss,True,ineligible,false,no_independent_task_oracle
1e39c3352c8e8e69,b960a56c7f7ce193,65b441824a72cfc5e04d48bc05d7255494af98b2,edb0f986792e26e6,ayaya_miliastra_editor,software_repository,python,app/ui/graph/library_pages/entity_placement/CLAUDE.md,constants.py,path,generic_instruction_coupled_prompt,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,false,false,false,false,True,verified_source_path_reference,True,stale_verifiable_references_present,false,false,circular,uncertain,uncertain,uncertain,uncertain,false,unresolved_critical,born_stale_confirmed_false_with_truthful_pair,B_observed_integrity_loss,True,ineligible,false,no_independent_task_oracle
67c2974c57527180,6b491923834940ac,5a8ca70f2f314a46fd0b65cfc047d2eecfcaf401,79e5b3dcaadc644e,prefect,software_repository,python,client/AGENTS.md,build_client.sh,path,generic_instruction_coupled_prompt,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,false,false,false,false,True,verified_test_config_reference,True,stale_verifiable_references_present,false,false,circular,uncertain,uncertain,uncertain,uncertain,false,unresolved_critical,born_stale_confirmed_false_with_truthful_pair,B_observed_integrity_loss,True,ineligible,false,no_independent_task_oracle
4b9a3c6654895937,e9970880815f2fa0,2196dc5d7ebaf8ea667b9a8579df406f95b5c0b9,80c1e78b3cbb6701,copilotkit,software_repository,javascript_typescript,skills/copilotkit-setup/SKILL.md,/route.ts,path,generic_instruction_coupled_prompt,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,false,false,false,false,True,verified_test_config_reference,True,stale_verifiable_references_present,false,false,circular,uncertain,uncertain,uncertain,uncertain,false,unresolved_critical,born_stale_confirmed_false_with_truthful_pair,B_observed_integrity_loss,True,ineligible,false,no_independent_task_oracle
477af6ec413b58de,20b1d5d3fa254186,2e753e236c3f32f7f5876dc77a24088b10d22988,dcb792d718508bec,next.js,software_repository,javascript_typescript,skills/next-dev-loop/SKILL.md,/_next/mcp,path,generic_instruction_coupled_prompt,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,false,false,false,false,True,verified_test_config_reference,True,stale_verifiable_references_present,false,false,circular,uncertain,uncertain,uncertain,uncertain,false,unresolved_critical,born_stale_confirmed_false_with_truthful_pair,B_observed_integrity_loss,True,ineligible,false,no_independent_task_oracle
930e6bd912075b0c,ab5fba80808af351,92c0f0ec256470b6a062dbfc33add83bc6ad40e6,80c1e78b3cbb6701,copilotkit,software_repository,javascript_typescript,packages/vue/AGENTS.md,@copilotkit/react,path,generic_instruction_coupled_prompt,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,false,false,false,false,True,verified_reference_anchors_only,True,stale_verifiable_references_present,false,false,circular,uncertain,false,false,uncertain,false,unresolved_critical,born_stale_confirmed_false_with_truthful_pair,B_observed_integrity_loss,True,ineligible,false,no_independent_task_oracle
be858faa4705fb53,9702d7b52617de19,09396b94fbeb99d593b1469a574a5cb4c4aca02f,c80f9fe166839d30,affiliate-skills,content_skill_pack,content_skill_markdown,skills/content/content-pillar-atomizer/SKILL.md,1/,directory,generic_instruction_coupled_prompt,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,false,false,false,false,True,verified_reference_anchors_only,True,stale_verifiable_references_present,false,false,circular,uncertain,false,false,uncertain,false,unresolved_critical,born_stale_confirmed_false_with_truthful_pair,B_observed_integrity_loss,True,ineligible,false,no_independent_task_oracle
091eb6d22fc90585,a10a8c56c2e04308,82fc848a1a14328c20743af789495a3c553c750e,e916d975160d16b9,pydantic-ai,software_repository,python,CLAUDE.md,_agent_graph.py,path,generic_instruction_coupled_prompt,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,false,false,false,false,True,test_command_in_spec+verified_source_path_reference+verified_test_config_reference+verified_test_path_reference,True,stale_verifiable_references_present,false,false,circular,uncertain,uncertain,uncertain,uncertain,false,unresolved_critical,born_stale_confirmed_false_with_truthful_pair,B_observed_integrity_loss,True,ineligible,false,no_independent_task_oracle
1376723b75f6cc11,64877a6152749c82,e85ba3a215bb262a16698c311557ce60ac3db5dd,79e5b3dcaadc644e,prefect,software_repository,python,docs/AGENTS.md,/v3/concepts/flows,path,generic_instruction_coupled_prompt,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,false,false,false,false,True,verified_reference_anchors_only,True,stale_verifiable_references_present,false,false,circular,uncertain,uncertain,uncertain,uncertain,false,unresolved_critical,born_stale_confirmed_false_with_truthful_pair,B_observed_integrity_loss,True,ineligible,false,no_independent_task_oracle
faa505ff151a1867,a542dc2c46a8989f,60f42a9be87e29d46b530fe99691f5851b9e2e7e,157b059bdfd44153,2030ai-claudecode-allecosystem-sync,uncertain,unknown,AGENTS.md,/.codex/auth.json,path,generic_instruction_coupled_prompt,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,false,false,false,false,True,verified_reference_anchors_only,True,stale_verifiable_references_present,false,false,circular,uncertain,uncertain,uncertain,uncertain,false,unresolved_critical,born_stale_confirmed_false_with_truthful_pair,B_observed_integrity_loss,True,ineligible,false,no_independent_task_oracle
cbea9e122bb3ae2f,4b11e310c1625b56,9932ad018d02f69110a9ba72c676b01542ee13d4,0d8bce7e29a5cd98,vscode,software_repository,javascript_typescript,.github/instructions/sessions.instructions.md,vs/sessions,path,generic_instruction_coupled_prompt,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,false,false,false,false,True,verified_reference_anchors_only,True,stale_verifiable_references_present,false,false,circular,uncertain,uncertain,uncertain,uncertain,false,unresolved_critical,born_stale_confirmed_false_with_truthful_pair,B_observed_integrity_loss,True,ineligible,false,no_independent_task_oracle
91ecefdc5a31edaf,772aabc3ee2fe5ca,a5bfe9929dedb31eadae82aa9f0bd28fb2be49f1,79e5b3dcaadc644e,prefect,software_repository,python,src/prefect/testing/AGENTS.md,fixtures.py,path,generic_instruction_coupled_prompt,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,false,false,false,false,True,test_command_in_spec+verified_source_path_reference+verified_test_path_reference,True,issue_tracker_or_defect_language_in_spec,false,false,circular,uncertain,uncertain,uncertain,uncertain,false,unresolved_critical,born_stale_confirmed_false_with_truthful_pair,B_observed_integrity_loss,True,ineligible,false,no_independent_task_oracle
d6f94af612431129,7673b12626058821,3c65d86c23951666da5125639f57b28a9305c293,c80f9fe166839d30,affiliate-skills,content_skill_pack,content_skill_markdown,skills/distribution/github-pages-deployer/SKILL.md,.github/workflows/deploy.yml,path,generic_instruction_coupled_prompt,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,false,false,false,false,True,verified_reference_anchors_only,True,stale_verifiable_references_present,false,false,circular,uncertain,uncertain,uncertain,uncertain,false,unresolved_critical,born_stale_confirmed_false_with_truthful_pair,B_observed_integrity_loss,True,ineligible,false,no_independent_task_oracle
f3100b00298d1424,5229083f88fc102a,82071789fa0b84b0e0585264e5988a2283b7d0ee,cce01573548299c4,fpp,uncertain,unknown,CLAUDE.md,"(CPU/RAM/IP/playlist),",path,generic_instruction_coupled_prompt,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,false,false,false,false,True,verified_source_path_reference+verified_test_config_reference,True,stale_verifiable_references_present,false,false,circular,uncertain,uncertain,uncertain,uncertain,uncertain,uncertain,born_stale_confirmed_false_with_truthful_pair,B_observed_integrity_loss,True,ineligible,false,no_independent_task_oracle
8bec66320d554a6d,9dafe9bf5ab95392,68b72dc426e0ec66fc08584d58e1e5f819d98828,c31227c5b77dce67,newspack-workspace,uncertain,unknown,AGENTS.md,/newspack-repos/,directory,generic_instruction_coupled_prompt,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,false,false,false,false,True,verified_reference_anchors_only,True,stale_verifiable_references_present,false,false,circular,uncertain,uncertain,uncertain,uncertain,false,unresolved_critical,born_stale_confirmed_false_with_truthful_pair,B_observed_integrity_loss,True,ineligible,false,no_independent_task_oracle
123d9269d1595912,0e787801138a44cf,6011fd3644e099d5e5d91821b4b2355acace7820,4801516ff573cf43,dagster,software_repository,python,CLAUDE.md,complex_job.py,path,generic_instruction_coupled_prompt,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,false,false,false,false,True,test_command_in_spec,True,stale_verifiable_references_present,false,false,circular,uncertain,uncertain,uncertain,uncertain,false,unresolved_critical,born_stale_confirmed_false_with_truthful_pair,B_observed_integrity_loss,True,ineligible,false,no_independent_task_oracle
34d09fe81bbd05ea,11ac1ea4c8ae3836,5a8ca70f2f314a46fd0b65cfc047d2eecfcaf401,79e5b3dcaadc644e,prefect,software_repository,python,src/prefect/events/AGENTS.md,actions.py,path,generic_instruction_coupled_prompt,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,false,false,false,false,True,verified_reference_anchors_only,True,stale_verifiable_references_present,false,false,circular,uncertain,uncertain,uncertain,uncertain,false,unresolved_critical,born_stale_confirmed_false_with_truthful_pair,B_observed_integrity_loss,True,ineligible,false,no_independent_task_oracle
80994240f7b369b7,3c12c62e4eadda8e,f103a41b1590e685681f4f42571a2ad93b7d301e,87071fd400d0446f,physicsnemo,software_repository,python,skills/physicsnemo-discover/SKILL.md,/__init__.py,path,generic_instruction_coupled_prompt,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,false,false,false,false,True,verified_source_path_reference+verified_test_config_reference,True,issue_tracker_or_defect_language_in_spec,false,false,circular,uncertain,uncertain,uncertain,uncertain,false,unresolved_critical,born_stale_confirmed_false_with_truthful_pair,B_observed_integrity_loss,True,ineligible,false,no_independent_task_oracle
51fc8d1a5d5767b4,04f5d9aa36d0ec28,297dc0a061e384b32ffe31f28b1054cbd23010f4,3f33ab9828ac52ad,wp-calypso,software_repository,javascript_typescript,CLAUDE.md,/etc/hosts,path,generic_instruction_coupled_prompt,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,false,false,false,false,True,test_command_in_spec+verified_source_path_reference+verified_test_config_reference+verified_test_path_reference,True,stale_verifiable_references_present,false,false,circular,uncertain,false,false,uncertain,false,unresolved_critical,born_stale_confirmed_false_with_truthful_pair,B_observed_integrity_loss,True,ineligible,false,no_independent_task_oracle
fa72bc285f4b7183,3838d67447804587,5a8ca70f2f314a46fd0b65cfc047d2eecfcaf401,79e5b3dcaadc644e,prefect,software_repository,python,src/prefect/server/AGENTS.md,api/,directory,generic_instruction_coupled_prompt,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,false,false,false,false,True,verified_reference_anchors_only,True,stale_verifiable_references_present,false,false,circular,uncertain,false,false,uncertain,false,unresolved_critical,born_stale_confirmed_false_with_truthful_pair,B_observed_integrity_loss,True,ineligible,false,no_independent_task_oracle
fc56ab50ea68a616,01bee44952ae0131,270783e6149fece5e14dd0b2b9ad53e098d5cb9b,c60b34f108c5e545,fastmcp,software_repository,python,AGENTS.md,client/,directory,generic_instruction_coupled_prompt,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,false,false,false,false,True,test_command_in_spec+verified_test_path_reference,True,stale_verifiable_references_present,false,false,circular,uncertain,uncertain,uncertain,uncertain,false,unresolved_critical,born_stale_confirmed_false_with_truthful_pair,B_observed_integrity_loss,True,ineligible,false,no_independent_task_oracle
c7ee59d30924c48f,ee49c200aef03820,388cdc88d3c9042e6b15f1cd30bea229c2752702,5adfb3da95ff17b6,bitterbot-desktop,uncertain,unknown,skills/coding-agent/SKILL.md,/.codex/config.toml,path,generic_instruction_coupled_prompt,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,false,false,false,false,True,verified_reference_anchors_only,True,issue_tracker_or_defect_language_in_spec,false,false,circular,uncertain,uncertain,uncertain,uncertain,uncertain,uncertain,born_stale_confirmed_false_with_truthful_pair,B_observed_integrity_loss,True,ineligible,false,no_independent_task_oracle
e2642ac6cb4568a4,92725c19d5aa904d,5b1f55725fb15a7062403c0622bcbc6528eae501,cce01573548299c4,fpp,uncertain,unknown,.github/copilot-instructions.md,/media/plugins/,directory,generic_instruction_coupled_prompt,Complete the bounded coding task described in the project instruction file. Treat the instruction file as authoritative project context. Use only the repository state at the pinned commit. Run tests before finishing.,false,false,false,false,True,verified_test_config_reference,True,stale_verifiable_references_present,false,false,circular,uncertain,uncertain,uncertain,uncertain,uncertain,uncertain,born_stale_confirmed_false_with_truthful_pair,B_observed_integrity_loss,True,ineligible,false,no_independent_task_oracle
