neutral_id,case_id_internal,circularity_class,task_oracle_source,has_independent_task_oracle,circularity_evidence
faa505ff151a1867,a542dc2c46a8989f,circular,generic_instruction_coupled_prompt,false,Task definition is the generic instruction-coupled prompt and/or would disappear if the treated instruction were removed; no independent issue/PR/test/benchmark oracle. oracle_source=generic_instruction_coupled_prompt; note=Manifest task_prompt is DEFAULT_TASK_PROMPT coupled to the project instruction file; not an issue/PR/failing-test/benchmark oracle.
cbea9e122bb3ae2f,4b11e310c1625b56,circular,generic_instruction_coupled_prompt,false,Task definition is the generic instruction-coupled prompt and/or would disappear if the treated instruction were removed; no independent issue/PR/test/benchmark oracle. oracle_source=generic_instruction_coupled_prompt; note=Manifest task_prompt is DEFAULT_TASK_PROMPT coupled to the project instruction file; not an issue/PR/failing-test/benchmark oracle.
91ecefdc5a31edaf,772aabc3ee2fe5ca,circular,generic_instruction_coupled_prompt,false,Task definition is the generic instruction-coupled prompt and/or would disappear if the treated instruction were removed; no independent issue/PR/test/benchmark oracle. oracle_source=generic_instruction_coupled_prompt; note=Manifest task_prompt is DEFAULT_TASK_PROMPT coupled to the project instruction file; not an issue/PR/failing-test/benchmark oracle.
d6f94af612431129,7673b12626058821,circular,generic_instruction_coupled_prompt,false,Task definition is the generic instruction-coupled prompt and/or would disappear if the treated instruction were removed; no independent issue/PR/test/benchmark oracle. oracle_source=generic_instruction_coupled_prompt; note=Manifest task_prompt is DEFAULT_TASK_PROMPT coupled to the project instruction file; not an issue/PR/failing-test/benchmark oracle.
f3100b00298d1424,5229083f88fc102a,circular,generic_instruction_coupled_prompt,false,Task definition is the generic instruction-coupled prompt and/or would disappear if the treated instruction were removed; no independent issue/PR/test/benchmark oracle. oracle_source=generic_instruction_coupled_prompt; note=Manifest task_prompt is DEFAULT_TASK_PROMPT coupled to the project instruction file; not an issue/PR/failing-test/benchmark oracle.
8bec66320d554a6d,9dafe9bf5ab95392,circular,generic_instruction_coupled_prompt,false,Task definition is the generic instruction-coupled prompt and/or would disappear if the treated instruction were removed; no independent issue/PR/test/benchmark oracle. oracle_source=generic_instruction_coupled_prompt; note=Manifest task_prompt is DEFAULT_TASK_PROMPT coupled to the project instruction file; not an issue/PR/failing-test/benchmark oracle.
123d9269d1595912,0e787801138a44cf,circular,generic_instruction_coupled_prompt,false,Task definition is the generic instruction-coupled prompt and/or would disappear if the treated instruction were removed; no independent issue/PR/test/benchmark oracle. oracle_source=generic_instruction_coupled_prompt; note=Manifest task_prompt is DEFAULT_TASK_PROMPT coupled to the project instruction file; not an issue/PR/failing-test/benchmark oracle.
34d09fe81bbd05ea,11ac1ea4c8ae3836,circular,generic_instruction_coupled_prompt,false,Task definition is the generic instruction-coupled prompt and/or would disappear if the treated instruction were removed; no independent issue/PR/test/benchmark oracle. oracle_source=generic_instruction_coupled_prompt; note=Manifest task_prompt is DEFAULT_TASK_PROMPT coupled to the project instruction file; not an issue/PR/failing-test/benchmark oracle.
80994240f7b369b7,3c12c62e4eadda8e,circular,generic_instruction_coupled_prompt,false,Task definition is the generic instruction-coupled prompt and/or would disappear if the treated instruction were removed; no independent issue/PR/test/benchmark oracle. oracle_source=generic_instruction_coupled_prompt; note=Manifest task_prompt is DEFAULT_TASK_PROMPT coupled to the project instruction file; not an issue/PR/failing-test/benchmark oracle.
51fc8d1a5d5767b4,04f5d9aa36d0ec28,circular,generic_instruction_coupled_prompt,false,Task definition is the generic instruction-coupled prompt and/or would disappear if the treated instruction were removed; no independent issue/PR/test/benchmark oracle. oracle_source=generic_instruction_coupled_prompt; note=Manifest task_prompt is DEFAULT_TASK_PROMPT coupled to the project instruction file; not an issue/PR/failing-test/benchmark oracle.
fa72bc285f4b7183,3838d67447804587,circular,generic_instruction_coupled_prompt,false,Task definition is the generic instruction-coupled prompt and/or would disappear if the treated instruction were removed; no independent issue/PR/test/benchmark oracle. oracle_source=generic_instruction_coupled_prompt; note=Manifest task_prompt is DEFAULT_TASK_PROMPT coupled to the project instruction file; not an issue/PR/failing-test/benchmark oracle.
fc56ab50ea68a616,01bee44952ae0131,circular,generic_instruction_coupled_prompt,false,Task definition is the generic instruction-coupled prompt and/or would disappear if the treated instruction were removed; no independent issue/PR/test/benchmark oracle. oracle_source=generic_instruction_coupled_prompt; note=Manifest task_prompt is DEFAULT_TASK_PROMPT coupled to the project instruction file; not an issue/PR/failing-test/benchmark oracle.
c7ee59d30924c48f,ee49c200aef03820,circular,generic_instruction_coupled_prompt,false,Task definition is the generic instruction-coupled prompt and/or would disappear if the treated instruction were removed; no independent issue/PR/test/benchmark oracle. oracle_source=generic_instruction_coupled_prompt; note=Manifest task_prompt is DEFAULT_TASK_PROMPT coupled to the project instruction file; not an issue/PR/failing-test/benchmark oracle.
e2642ac6cb4568a4,92725c19d5aa904d,circular,generic_instruction_coupled_prompt,false,Task definition is the generic instruction-coupled prompt and/or would disappear if the treated instruction were removed; no independent issue/PR/test/benchmark oracle. oracle_source=generic_instruction_coupled_prompt; note=Manifest task_prompt is DEFAULT_TASK_PROMPT coupled to the project instruction file; not an issue/PR/failing-test/benchmark oracle.
